english,indo,english_matches,indo_matches
"a brown and tan speckled bird with a long, pointed beak and a yellow throat and superciliary area.",burung berbintik coklat dan kecokelatan dengan paruh panjang runcing dan tenggorokan kuning serta daerah superciliary.,['superciliary'],['superciliary']
this gray mottled bird has a yellow throat and supercillary.,burung berbintik abu-abu ini memiliki tenggorokan berwarna kuning dan supercillary.,['supercillary'],['supercillary']
"this bird has a long gray bill, a white eyering, and a yellow superciliary.","burung ini mempunyai paruh panjang berwarna abu-abu, cincin mata berwarna putih, dan superciliary berwarna kuning.",['superciliary'],['superciliary']
"a yellow bellied bird with a black and white speckled breast, long black bill and yellow superciliary.","burung berperut kuning dengan dada berbintik hitam putih, paruh hitam panjang, dan superciliary berwarna kuning.",['superciliary'],['superciliary']
"a bird with a long, slender bill, yellow superciliary, black spot on its breast surrounded by yellow.","burung dengan paruh panjang ramping, superciliary berwarna kuning, bintik hitam di dada dikelilingi warna kuning.",['superciliary'],['superciliary']
"a small brown bird with a yellow superciliary, a yellow and black breast.","burung kecil berwarna coklat dengan superciliary kuning, dada kuning dan hitam.",['superciliary'],['superciliary']
"this bird has a short straight bill, a yellow breast, and a yellow superciliary.","burung ini memiliki paruh pendek lurus, dada berwarna kuning, dan superciliary berwarna kuning.",['superciliary'],['superciliary']
"a bird that has a long pointy grey bill, yellow superciliary, black and grey all over its coverts, back, secondaries, wingbars, uppertail coverts and outer rectrices.","burung yang mempunyai paruh panjang berwarna abu-abu runcing, superciliary berwarna kuning, hitam dan abu-abu di seluruh bulunya, punggung, bulu sekunder, garis sayap, bulu penutup ekor atas dan outer rectrices.",['superciliary'],['superciliary']
"a brown, black, and white freckled bird with a yellow throat and superciliary, and a long tarsus and beak compared to the rest of its body.","burung berbintik coklat, hitam, dan putih dengan tenggorokan dan alis berwarna kuning, serta tarsus dan paruh yang panjang dibandingkan dengan bagian tubuhnya yang lain.",['superciliary'],[]
"a small to medium sized bird with a yellow belly and a v shaped black spot on the breast, and a yellow patch on the front part of the superciliary.","burung berukuran kecil hingga sedang dengan perut berwarna kuning dan bintik hitam berbentuk v di dada, serta bercak kuning di bagian depan superciliary.",['superciliary'],['superciliary']
"this bird has a yellow supercillary, yellow throat and yellow belly, accentuated by a black and white speckled y shape on its breast; it's wings and back are brown, black and white and it has a pointy, long bill.","burung ini memiliki superciliary berwarna kuning, tenggorokan berwarna kuning, dan perut berwarna kuning, dipertegas dengan bentuk y berbintik hitam putih di bagian dadanya; sayap dan punggungnya berwarna coklat, hitam dan putih serta paruhnya runcing dan panjang.",['supercillary'],['superciliary']
this bird has a yellow belly and a black breast. the superciliary is light grey. the wings are grey.,burung ini memiliki perut berwarna kuning dan dada berwarna hitam. superciliary berwarna abu-abu muda. sayapnya berwarna abu-abu.,['superciliary'],['superciliary']
crown is black. head has yellow superciliary markings above eyes. chest is yellow. wings are pale brown. has a brown patch on neck on upper chest.,mahkota berwarna hitam. kepala memiliki tanda superciliary kuning di atas mata. dada berwarna kuning. sayap berwarna coklat pucat. memiliki bercak coklat di leher di dada bagian atas.,['superciliary'],['superciliary']
the bird has a pointed bill with a black head and a white superciliary.,burung ini memiliki paruh runcing dengan kepala berwarna hitam dan superciliary berwarna putih.,['superciliary'],['superciliary']
"bird with a white superciliary and and black crown, a white breast and black wings with white secondaries.","burung dengan superciliary putih dan mahkota hitam, dada putih dan sayap hitam dengan sayap bulu sekunder putih.",['superciliary'],['superciliary']
"the eye is a bright yellow in contrast to the jet black head and blunted long black bill, there is a white patch on the superciliary, the wings are black and white, the throat is white and the belly and sides are light brown.","mata berwarna kuning cerah berbeda dengan kepala yang berwarna hitam legam dan paruh hitam panjang yang tumpul, terdapat bercak putih pada alis, sayap berwarna hitam putih, tenggorokan berwarna putih, serta perut dan samping berwarna coklat muda.",['superciliary'],[]
this bird has a white breast with a white superciliary. the nape of the bird is black as well as the throat.,burung ini memiliki dada berwarna putih dengan superciliary berwarna putih. tengkuk burung berwarna hitam begitu pula tenggorokannya.,['superciliary'],['superciliary']
this bird has a brown belly and is mostly black everywhere else but has white on the breast and around the superciliary area of the head.,burung ini memiliki perut berwarna coklat dan sebagian besar berwarna hitam di bagian lainnya tetapi memiliki warna putih di bagian dada dan sekitar area superciliary kepala.,['superciliary'],['superciliary']
"this medium sized bird has a black head with a white superciliary and a long, pointed black beak.",burung berukuran sedang ini memiliki kepala berwarna hitam dengan superciliary berwarna putih dan paruh panjang berwarna hitam runcing.,['superciliary'],['superciliary']
this smaller bird has a light brown belly and breast with black superciliary and crown.,burung yang lebih kecil ini memiliki perut dan dada berwarna coklat muda dengan superciliary dan mahkota berwarna hitam.,['superciliary'],['superciliary']
a gray and black speckle breasted bird with a narrow black superciliary.,burung berdada bintik abu-abu dan hitam dengan superciliary hitam sempit.,['superciliary'],['superciliary']
the bird has a black eyering and long brown secondaries.,burung itu mempunyai cincin mata hitam dan superciliary coklat panjang.,[],['superciliary']
"a bird with combination of black, white and brown spots on its feathers, short pointed beak and a white superciliary and malar stripe.","burung dengan kombinasi bintik-bintik hitam, putih dan coklat pada bulunya, paruh pendek runcing dan garis superciliary dan malar berwarna putih.",['superciliary'],['superciliary']
"this bird has a large black bill, a white superciliary, and white wingbars.","burung ini mempunyai paruh besar berwarna hitam, superciliary berwarna putih, dan garis sayap berwarna putih.",['superciliary'],['superciliary']
"a bird with white breast and belly, black superciliary, and blackish blue nape and crown.","burung dengan dada dan perut berwarna putih, superciliary berwarna hitam, serta tengkuk dan mahkota berwarna biru kehitaman.",['superciliary'],['superciliary']
"a small grey bird with a dark grey crown, white superciliary, breast and belly.","seekor burung kecil berwarna abu-abu dengan mahkota abu-abu tua, superciliary berwarna putih, dada dan perut.",['superciliary'],['superciliary']
a black and light grey bird with a black crown and white superciliary and cheek patch.,burung berwarna hitam dan abu-abu muda dengan mahkota hitam dan superciliary serta pipi berwarna putih.,['superciliary'],['superciliary']
"small bird with long beak, throat, breast, belly and abdomen are white, crown is black, superciliary is white, feet is black.","burung kecil paruh panjang, tenggorokan, dada, perut dan perut berwarna putih, mahkota berwarna hitam, superciliary berwarna putih, kaki berwarna hitam.",['superciliary'],['superciliary']
this unique bird has a black-tipped white beak with a white superciliary and belly in stark contrast to the light blue secondaries and black primaries.,burung unik ini memiliki paruh berwarna putih berujung hitam dengan superciliary dan perut berwarna putih yang sangat kontras dengan bulu sekunder berwarna biru muda dan burung bulu primer berwarna hitam.,['superciliary'],['superciliary']
"a bird with white wingbars, a golden yellow belly and breast, and a black superciliary.","seekor burung dengan garis sayap berwarna putih, perut dan dada berwarna kuning keemasan, dan superciliary berwarna hitam.",['superciliary'],['superciliary']
"a bird with a long tail has a yellow crown and nape, with a black superciliary and neck.","burung berekor panjang mempunyai mahkota dan tengkuk berwarna kuning, dengan superciliary dan leher berwarna hitam.",['superciliary'],['superciliary']
"this bird has a bright orange belly and breast, with a black superciliary and long pointy bill.","burung ini mempunyai perut dan dada berwarna jingga cerah, dengan superciliary berwarna hitam dan paruh panjang dan runcing.",['superciliary'],['superciliary']
"this bird has a yellow body, black neck and superciliary, and long pointy bill.","burung ini mempunyai badan berwarna kuning, leher dan alis berwarna hitam, serta paruh panjang dan runcing.",['superciliary'],[]
"this little bird is mostly yellow with a black neck and superciliary, and white primaries.","Burung kecil ini sebagian besar berwarna kuning dengan leher dan alis berwarna hitam, serta bulu primer berwarna putih.",['superciliary'],[]
"this bird has a short curved bill, a gray superciliary, and a yellow breast.","burung ini memiliki paruh pendek melengkung, superciliary berwarna abu-abu, dan dada berwarna kuning.",['superciliary'],['superciliary']
"this bird has a bright yellow crown, nape, breast, belly and abdomen with a black patch that extends from its superciliary to its throat.","burung ini memiliki mahkota, tengkuk, dada, perut, dan perut berwarna kuning cerah dengan bercak hitam yang memanjang dari superciliary hingga tenggorokan.",['superciliary'],['superciliary']
this bird is mostly yellow with a black patch on its throat and superciliary.,burung ini sebagian besar berwarna kuning dengan bercak hitam di tenggorokan dan superciliary.,['superciliary'],['superciliary']
"red breasted, red belly bird with black on it's supercillary, eyebrow and nape and also black on its back and rectrices and coverts.","burung berdada merah, perut merah dengan warna hitam pada bagian supercillary, alis dan tengkuknya serta hitam pada bagian punggung dan rectrices serta bulu penutup.",['supercillary'],['supercillary']
"a colorful bird with a dark bill, throat and superciliary, all yellow breast, belly, abdomen and under-tail with dark rectrices.","burung berwarna-warni dengan paruh gelap, tenggorokan dan superciliary, semua dada, perut, perut dan ekor bawah berwarna kuning dengan rectrices  gelap.",['superciliary'],['superciliary']
this very large bird is nearly all white with an enormous orange bill and yellow superciliary.,burung yang sangat besar ini hampir semuanya berwarna putih dengan paruh besar berwarna oranye dan superciliary berwarna kuning.,['superciliary'],['superciliary']
this is a large white bird with a yellow superciliary and an orange long beak.,ini adalah burung putih besar dengan superciliary berwarna kuning dan paruh panjang berwarna oranye.,['superciliary'],['superciliary']
"small bird with reddish brown flank, dark grey crown and superciliary, grey throat and back, and black rectrices","burung kecil dengan sayap berwarna coklat kemerahan, mahkota dan alis berwarna abu-abu tua, tenggorokan dan punggung berwarna abu-abu, dan rectrices  berwarna hitam",['superciliary'],[]
"a small bird with a thin, long, brown beak, the rest of it's body is brown with a lighter brown superciliary.","burung kecil dengan paruh tipis, panjang, berwarna coklat, seluruh tubuhnya berwarna coklat dengan superciliary berwarna coklat muda.",['superciliary'],['superciliary']
"this black bird has a yellow bill, a white nape, and a white superciliary.","Burung berwarna hitam ini memiliki paruh berwarna kuning, tengkuk berwarna putih, dan superciliary berwarna putih.",['superciliary'],['superciliary']
this bird is most notable for it's shape because the bill is very wide superior to inferior direction and has a brown tip.,Burung ini paling menonjol karena bentuknya karena paruhnya sangat lebar ke arah atas dan ke bawah serta mempunyai ujung berwarna coklat.,['superior'],[]
"this is a black and white bird with orange webbed feet, it has a read eye with a long thin black ""eyelash"" feather, the beak is prominent, very thick, and white with a dark orange tip","ini adalah burung berwarna hitam putih dengan kaki berselaput oranye, memiliki mata baca dengan bulu ""superciliary"" hitam tipis panjang, paruhnya menonjol, sangat tebal, dan berwarna putih dengan ujung oranye tua",[],['superciliary']
"this bird has a white belly and breast, with a large hooked bill and black superciliary.","burung ini memiliki perut dan dada berwarna putih, dengan paruh bengkok yang besar dan superciliary berwarna hitam.",['superciliary'],['superciliary']
"the bill is large compared to it's head and body, and the superciliary is separated by black strips that come from its orange eyering.","paruhnya besar dibandingkan kepala dan badannya, dan superciliary dipisahkan oleh garis-garis hitam yang berasal dari cincin mata jingganya.",['superciliary'],['superciliary']
a large black and white bird with white superciliary and cheek patch and a yellow and orange colored bill.,seekor burung besar berwarna hitam putih dengan superciliary dan pipi berwarna putih serta paruh berwarna kuning dan oranye.,['superciliary'],['superciliary']
"orange bill with with white eye feathers on a black head and body, orange legs and feet for standing and walking on rocks.","paruh oranye dengan superciliary berwarna putih pada kepala dan badan berwarna hitam, tungkai dan kaki berwarna oranye untuk berdiri dan berjalan di atas batu.",[],['superciliary']
"a small size bird with black wingbars and a black back, and also a white belly and white superciliary with a orange bill.","burung berukuran kecil dengan garis sayap hitam dan punggung hitam, serta perut berwarna putih dan superciliary berwarna putih dengan paruh berwarna jingga.",['superciliary'],['superciliary']
"grey crown, white superciliaries and cheek patches and a yellow bill.","mahkota abu-abu, superciliary putih dan bercak pipi serta paruh kuning.",['superciliaries'],['superciliary']
this bird is entirely black except for a white crown and supercillary and bright orange bill and orange webbed feet.,burung ini seluruhnya berwarna hitam kecuali mahkota berwarna putih dan paruh supercillary dan oranye terang serta kaki berselaput oranye.,['supercillary'],['supercillary']
"a dark gray bird with a wider, slightly downturned bill and a black superciliary.","burung berwarna abu-abu tua dengan paruh lebih lebar, agak menunduk, dan superciliary berwarna hitam.",['superciliary'],['superciliary']
"this bird has a white belly, brown and white speckled wings, breast, throat,and crown, a grey superciliary and cheek patch and a long grey bill.","burung ini memiliki perut berwarna putih, sayap, dada, tenggorokan, dan ubun-ubun berbintik coklat dan putih, superciliary dan pipi berwarna abu-abu, serta paruh panjang berwarna abu-abu.",['superciliary'],['superciliary']
this bird has a white bill and white superciliary,burung ini mempunyai paruh berwarna putih dan superciliary berwarna putih,['superciliary'],['superciliary']
this small grey bird has a tiny beak with black superciliaries.,burung kecil berwarna abu-abu ini memiliki paruh kecil dengan superciliary berwarna hitam.,['superciliaries'],['superciliary']
"this small bird has a white breast, black superciliary and gray crown.","burung kecil ini memiliki dada berwarna putih, superciliary berwarna hitam, dan mahkota berwarna abu-abu.",['superciliary'],['superciliary']
this bird has a white belly and breast with a black superciliary and primary.,burung ini memiliki perut dan dada berwarna putih dengan superciliary dan bulu primer berwarna hitam.,['superciliary'],['superciliary']
"this bird has a white belly and breast, with a black superciliary and gray crown.","burung ini memiliki perut dan dada berwarna putih, dengan superciliary berwarna hitam dan mahkota berwarna abu-abu.",['superciliary'],['superciliary']
"a grey bird with a black bill, a black superciliary, a white throat, grey coverts, black secondaries with white tips, and a grey breast and abdomen.","burung abu-abu dengan paruh hitam, superciliary hitam, tenggorokan putih, bulu abu-abu, bulu sekunder hitam dengan ujung putih, serta dada dan perut berwarna abu-abu.",['superciliary'],['superciliary']
this bird has a white belly and breast with a gray crown and black superciliary.,burung ini memiliki perut dan dada berwarna putih dengan mahkota berwarna abu-abu dan superciliary berwarna hitam.,['superciliary'],['superciliary']
"this bird has a white belly, bray breast, black superciliary, and short pointy bill.","burung ini mempunyai perut berwarna putih, dada bray, superciliary hitam, dan paruh pendek runcing.",['superciliary'],['superciliary']
this bird has a white belly and breast with a black superciliary and primaries.,burung ini memiliki perut dan dada berwarna putih dengan superciliary dan bulu primer berwarna hitam.,['superciliary'],['superciliary']
"this bird has a gray crown and back, with a white throat and breast, and black superciliary, black primary feather tips and rectrices.","Burung ini memiliki mahkota dan punggung abu-abu, tenggorokan dan dada putih, serta superciliary hitam, ujung bulu primer berwarna hitam, dan rectrices hitam.",['superciliary'],['superciliary']
"this little bird has a grey belly and breast, with a black superciliary and primary.","burung kecil ini memiliki perut dan dada berwarna abu-abu, dengan superciliary dan bulu primer berwarna hitam.",['superciliary'],['superciliary']
"this light grey bird has a black superciliary stripe and a medium, slightly hooked bill.","burung abu-abu muda ini memiliki garis superciliary hitam dan paruh sedang, agak bengkok.",['superciliary'],['superciliary']
"small bird with dark grey crown, throat, belly, breast and abdomen are light grey, superciliary is black, beak is black and curved at the tip.","burung kecil dengan mahkota berwarna abu-abu tua, tenggorokan, perut, dada dan perut berwarna abu-abu muda, superciliary berwarna hitam, paruh berwarna hitam dan ujungnya melengkung.",['superciliary'],['superciliary']
"this bird has a white belly and breast, and black superciliary and primaries.","burung ini memiliki perut dan dada berwarna putih, serta superciliary dan bulu primer berwarna hitam.",['superciliary'],['superciliary']
"this small white and gray bird has dark brown accents on its superciliary, primary feathers, and rectrices.","burung kecil berwarna putih dan abu-abu ini memiliki aksen coklat tua pada superciliary, bulu primer, dan rectrices .",['superciliary'],['superciliary']
this bird is grey and has a black bill and superciliary.,burung ini berwarna abu-abu dan mempunyai paruh berwarna hitam serta superciliary.,['superciliary'],['superciliary']
"this bird has gray belly and crown, white breast and eyebrow, and black superciliary and primary.","burung ini memiliki perut dan mahkota berwarna abu-abu, dada dan alis berwarna putih, serta superciliary dan bulu primer berwarna hitam.",['superciliary'],['superciliary']
this bird shows a white throat under a short beak sitting in front of a dark striped superciliary below a light gray crown.,burung ini memperlihatkan tenggorokan berwarna putih di bawah paruh pendek yang terletak di depan superciliary bergaris gelap di bawah mahkota abu-abu muda.,['superciliary'],['superciliary']
this bird has a white belly and breast with a grey crown and black superciliary.,burung ini memiliki perut dan dada berwarna putih dengan mahkota berwarna abu-abu dan superciliary berwarna hitam.,['superciliary'],['superciliary']
a small bird with a short downward curved black bill with a grey crown and a black superciliary.,seekor burung kecil dengan paruh hitam pendek melengkung ke bawah dengan mahkota abu-abu dan superciliary hitam.,['superciliary'],['superciliary']
"a small gray bird with black wings, white wingbars, black recticles and a black superciliary.","seekor burung kecil berwarna abu-abu dengan sayap hitam, garis sayap putih, kotak hitam, dan superciliary hitam.",['superciliary'],['superciliary']
"this bird has a white breast, black superciliary, and gray crown and wings.","burung ini memiliki dada berwarna putih, superciliary berwarna hitam, serta mahkota dan sayap berwarna abu-abu.",['superciliary'],['superciliary']
"a bird with a short pointed beak, a black superciliary, a dull white throat, breast, and belly, and brown wings.","burung dengan paruh pendek runcing, superciliary berwarna hitam, tenggorokan, dada, dan perut berwarna putih kusam, serta sayap berwarna coklat.",['superciliary'],['superciliary']
"this small bird with a grey crown, black superciliary and a white breast and belly, and a black outer rectrices.","burung kecil ini dengan mahkota abu-abu, superciliary hitam, dada dan perut putih, dan outer rectrices berwarna hitam.",['superciliary'],['superciliary']
this bird has a grey crown and back with black superciliary and white wingbar.,burung ini memiliki mahkota dan punggung berwarna abu-abu dengan superciliary berwarna hitam dan garis sayap berwarna putih.,['superciliary'],['superciliary']
"this small bird has a black bill, a black superciliary, a white abdomen, and a gray crown & nape.","burung kecil ini memiliki paruh berwarna hitam, superciliary berwarna hitam, perut berwarna putih, serta mahkota & tengkuk berwarna abu-abu.",['superciliary'],['superciliary']
this is a gray bird with a black superciliary and a black pointed beak.,ini adalah burung abu-abu dengan superciliary hitam dan paruh runcing hitam.,['superciliary'],['superciliary']
this little bird is mostly white with a black superciliary and primary.,burung kecil ini sebagian besar berwarna putih dengan superciliary dan bulu primer berwarna hitam.,['superciliary'],['superciliary']
"this bird has a white belly and throat, grey head, wings and back, and a black superciliary.","burung ini memiliki perut dan tenggorokan berwarna putih, kepala berwarna abu-abu, sayap dan punggung, serta superciliary berwarna hitam.",['superciliary'],['superciliary']
"gray winged bird with black superciliary, black rectrices and white belly, breast and throat.","burung bersayap abu-abu dengan superciliary hitam, rectrices hitam dan perut putih, dada dan tenggorokan.",['superciliary'],['superciliary']
"this bird has a black superciliary, gray back and white belly","burung ini memiliki superciliary berwarna hitam, punggung berwarna abu-abu, dan perut berwarna putih",['superciliary'],['superciliary']
"a bird with a gray head and nape, black superciliary, and white throat and belly.","burung dengan kepala dan tengkuk berwarna abu-abu, superciliary hitam, serta tenggorokan dan perut berwarna putih.",['superciliary'],['superciliary']
this particular bird has a white belly and a black superciliary,burung ini memiliki perut berwarna putih dan superciliary berwarna hitam,['superciliary'],['superciliary']
this little bird is nearly all gray with a black superciliary.,burung kecil ini hampir seluruhnya berwarna abu-abu dengan superciliary berwarna hitam.,['superciliary'],['superciliary']
a small bird with a black superciliary and a grey crown and nape.,seekor burung kecil dengan superciliary hitam dan mahkota serta tengkuk abu-abu.,['superciliary'],['superciliary']
this bird has a grey crown with a black superciliary and grey wings.,burung ini memiliki mahkota berwarna abu-abu dengan superciliary berwarna hitam dan sayap berwarna abu-abu.,['superciliary'],['superciliary']
"a bird with a black superciliary, a white breast, black primary wings, and long black rectrices.","seekor burung dengan superciliary hitam, dada putih, sayap bulu primer hitam, dan rectrices hitam panjang.",['superciliary'],['superciliary']
"this bird features a round head and pointed beak, with gray back and crown; black superciliary, tail, and primary coverts; and white throat, belly, and abdomen.","burung ini memiliki kepala bulat dan paruh runcing, dengan punggung dan mahkota berwarna abu-abu; superciliary, ekor, dan bulu primer berwarna hitam; dan tenggorokan, perut, dan perut berwarna putih.",['superciliary'],['superciliary']
this little bird is mostly gray with a black superciliary and short pointy bill.,burung kecil ini sebagian besar berwarna abu-abu dengan superciliary berwarna hitam dan paruh runcing pendek.,['superciliary'],['superciliary']
"a small bird with a white belly, blue back and black superciliary and tail.","seekor burung kecil dengan perut berwarna putih, punggung berwarna biru, serta superciliary dan ekor berwarna hitam.",['superciliary'],['superciliary']
this bird has a gray belly and breast with a black superciliary and gray eyebrow.,burung ini memiliki perut dan dada berwarna abu-abu dengan alis berwarna hitam dan alis berwarna abu-abu.,['superciliary'],[]
"this sitting bird has a curved, black bill, black eyes with a black eye patch, grayish supercillary, grayish throat, chest, and belly.","Burung duduk ini memiliki paruh melengkung berwarna hitam, mata berwarna hitam dengan penutup mata berwarna hitam, supercillary berwarna keabu-abuan, tenggorokan, dada, dan perut berwarna keabu-abuan.",['supercillary'],['supercillary']
"this small bird has a white belly and breast with a black superciliary, and a gray crown.","burung kecil ini memiliki perut dan dada berwarna putih dengan superciliary berwarna hitam, dan mahkota berwarna abu-abu.",['superciliary'],['superciliary']
"small bird with grey crown, superciliary is black, throat, breast, belly and abdomen are white, beak is small and black.","burung kecil dengan mahkota berwarna abu-abu, superciliary berwarna hitam, tenggorokan, dada, perut dan perut berwarna putih, paruh kecil dan hitam.",['superciliary'],['superciliary']
this bird has a white belly and breast with a black superciliary and gray crown.,burung ini memiliki perut dan dada berwarna putih dengan superciliary berwarna hitam dan mahkota berwarna abu-abu.,['superciliary'],['superciliary']
"this bird has a white belly and breast, black superciliary, and gray crown and wing.","burung ini memiliki perut dan dada berwarna putih, superciliary berwarna hitam, serta mahkota dan sayap berwarna abu-abu.",['superciliary'],['superciliary']
this bird has a white belly and breast with a gray crown and black superciliary.,burung ini memiliki perut dan dada berwarna putih dengan mahkota berwarna abu-abu dan superciliary berwarna hitam.,['superciliary'],['superciliary']
this little bird has a white belly and breast with a gray crown and black superciliary.,burung kecil ini memiliki perut dan dada berwarna putih dengan mahkota berwarna abu-abu dan superciliary berwarna hitam.,['superciliary'],['superciliary']
"a small bird with black yellow and white feathers, yellow superciliary, and a small black beak.","burung kecil dengan bulu hitam kuning putih, superciliary kuning, dan paruh kecil berwarna hitam.",['superciliary'],['superciliary']
the bird has a black eyering a spotted brown back.,burung itu mempunyai superciliary hitam dan punggung berwarna coklat berbintik.,[],['superciliary']
this small bird has white with speckles on its belly and breast with black crown and gray superciliary.,Burung kecil ini memiliki warna putih dengan bintik-bintik di perut dan dada dengan mahkota hitam dan superciliary berwarna abu-abu.,['superciliary'],['superciliary']
"a small taupe bird with a dark brown eyebrow, taupe superciliary, throat and belly.","burung kelabu tua kecil dengan alis coklat tua, superciliary kelabu tua, tenggorokan dan perut.",['superciliary'],['superciliary']
this bird has a white belly and breast with a black superciliary and short pointy bill.,burung ini memiliki perut dan dada berwarna putih dengan superciliary berwarna hitam dan paruh pendek dan runcing.,['superciliary'],['superciliary']
a small black and grey bird with a white superciliary and a black cheek patch.,seekor burung kecil berwarna hitam dan abu-abu dengan superciliary putih dan pipi hitam.,['superciliary'],['superciliary']
"this small bird has a grey crown, white superciliary and black stripe cheek patch with light grey white and brown breast and belly.","Burung kecil ini memiliki mahkota berwarna abu-abu, superciliary berwarna putih, dan bercak garis hitam di pipi dengan dada dan perut berwarna abu-abu muda, putih dan coklat.",['superciliary'],['superciliary']
has a white superciliary above the eye and a white earing,memiliki superciliary putih di atas mata dan telinga putih,['superciliary'],['superciliary']
"a bird has a white superciliary, a black breast, and a tan belly.","seekor burung memiliki superciliary berwarna putih, dada berwarna hitam, dan perut berwarna coklat.",['superciliary'],['superciliary']
"this small bird sports a light gray superciliary and breast, a inky black throat, and a short black bill.","burung kecil ini memiliki superciliary dan dada berwarna abu-abu muda, tenggorokan hitam pekat, dan paruh hitam pendek.",['superciliary'],['superciliary']
"a small bird with brown wings, a grey belly, and a grey head with white stripe including a white superciliary as well as a black throat.","burung kecil bersayap coklat, perut abu-abu, dan kepala abu-abu bergaris putih termasuk superciliary putih serta tenggorokan hitam.",['superciliary'],['superciliary']
"a small bird with with a light grey and a white nape and a black superciliary with a grey, side, belly, breast.","seekor burung kecil dengan tengkuk abu-abu muda dan putih serta superciliary hitam dengan bagian samping, perut, dada berwarna abu-abu.",['superciliary'],['superciliary']
"this short legged bird has a grey brown crown and cheek patch, grey brown wings, white superciliaries and malar stripes, a black throat that extends down into the breast, with the rest of the breast and belly white and grey.","Burung berkaki pendek ini memiliki mahkota dan bercak pipi berwarna abu-abu coklat, sayap berwarna abu-abu coklat, superciliary berwarna putih dan garis-garis malar, tenggorokan berwarna hitam yang memanjang hingga ke dada, dengan sisa dada dan perut berwarna putih dan abu-abu.",['superciliaries'],['superciliary']
this little bird has a white belly and breast with a gray wing and white superciliary.,burung kecil ini memiliki perut dan dada berwarna putih dengan sayap berwarna abu-abu dan superciliary berwarna putih.,['superciliary'],['superciliary']
"this is a small size primarily grey colored bird with white superciliary, a lighter grey belly, a short stout and straight black bill, with black around the throat, eye, and bill.","Ini adalah burung berukuran kecil yang sebagian besar berwarna abu-abu dengan superciliary putih, perut abu-abu terang, paruh pendek kekar dan hitam lurus, dengan warna hitam di sekitar tenggorokan, mata, dan paruh.",['superciliary'],['superciliary']
"a small bird with a round body, white belly, white superciliary, and grey crown, back, and tail feathers.","burung kecil berbadan bulat, perut berwarna putih, superciliary berwarna putih, serta bulu mahkota, punggung, dan ekor berwarna abu-abu.",['superciliary'],['superciliary']
"this bird is perfectly round with a black throat and breast, it has a white superciliary and brown secondaries.","burung ini berbentuk bulat sempurna dengan tenggorokan dan dada berwarna hitam, memiliki superciliary berwarna putih dan bulu sekunder berwarna coklat.",['superciliary'],['superciliary']
"the bird has gray color beak, with black throat, white superciliary, white belly and abdomen, with brown tarsus and feet.","Burung ini memiliki paruh berwarna abu-abu, tenggorokan berwarna hitam, superciliary berwarna putih, perut dan perut berwarna putih, dengan tarsus dan kaki berwarna coklat.",['superciliary'],['superciliary']
"this bird has very dramatic white superciliary and malar stripes on its otherwise black-grey head, a short beak that has a slight downward curve, and brownish-grey feathers on its back and wings.","burung ini memiliki garis-garis superciliary dan malar berwarna putih yang sangat mencolok di kepalanya yang berwarna hitam keabu-abuan, paruh pendek yang agak melengkung ke bawah, dan bulu abu-abu kecoklatan di punggung dan sayapnya.",['superciliary'],['superciliary']
this grey bird has a black head with white superciliary and check patches.,burung abu-abu ini memiliki kepala berwarna hitam dengan superciliary putih dan bercak-bercak.,['superciliary'],['superciliary']
the mostly brown bird has a very high crown and a white striped superciliary.,burung yang sebagian besar berwarna coklat memiliki mahkota yang sangat tinggi dan superciliary bergaris putih.,['superciliary'],['superciliary']
"brown feathered bird with white malar and superciliary, short pointed curved beak.","burung berbulu coklat dengan malar putih dan paruh superciliary, pendek dan melengkung.",['superciliary'],['superciliary']
"this bird has a grey head and nape, brown wings and tail, white superciliary and malar stripes, a black breast, a grey side, and white belly.","burung ini memiliki kepala dan tengkuk berwarna abu-abu, sayap dan ekor berwarna coklat, garis superciliary dan malar berwarna putih, dada berwarna hitam, sisi samping berwarna abu-abu, dan perut berwarna putih.",['superciliary'],['superciliary']
"a black breasted bird with a yellow belly, and a white superciliary.","burung berdada hitam dengan perut kuning, dan superciliary berwarna putih.",['superciliary'],['superciliary']
"this small grey and tan bird has a short straight beak, with white supercillary and malar stripes on its head.","burung kecil berwarna abu-abu kecokelatan ini memiliki paruh pendek lurus, dengan garis-garis putih supercillary dan malar di kepalanya.",['supercillary'],['supercillary']
"this grey and white bird has a crest of long grey feathers on the crown, a white superciliary, and a patch of black on the throat and breast.","burung berwarna abu-abu putih ini memiliki jambul bulu panjang berwarna abu-abu di bagian ubun-ubun, superciliary berwarna putih, dan bercak hitam di tenggorokan dan dada.",['superciliary'],['superciliary']
"the abdomen and belly are white, the breast and head are black except for the white malar stripe and superciliary, and the wings are a brown color.","perut dan perut berwarna putih, dada dan kepala berwarna hitam kecuali garis malar putih dan superciliary, dan sayap berwarna coklat.",['superciliary'],['superciliary']
"this bird has a small beak, grey crown, white superciliary, black throat, a white breast with a black diamond at the top and brown wings, back and tail.","burung ini memiliki paruh kecil, mahkota berwarna abu-abu, superciliary berwarna putih, tenggorokan berwarna hitam, dada berwarna putih dengan berlian hitam di bagian atas serta sayap, punggung dan ekor berwarna coklat.",['superciliary'],['superciliary']
"the bird has sharp pointed beak with black throat, white superciliary and black feet.","burung ini memiliki paruh runcing runcing dengan tenggorokan berwarna hitam, superciliary berwarna putih, dan kaki berwarna hitam.",['superciliary'],['superciliary']
